Incident ID,Year,Month,Country,Region,City,UN,INGO,ICRC,NRCS and IFRC,NNGO,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Motive
966,2009,9,Uganda,Northern,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily assault,Individual attack,Public location,Unknown
1270,2009,9,DR Congo,North Kivu,Butembo,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,Unknown,Unknown,Unknown
1112,2009,9,Sudan,South Darfur,Between Manewashi and Nyala,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Economic
941,2009,9,Sudan,Western Bahr el Ghazal,Wau,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Unknown,Unknown
914,2009,9,Iraq,Ninewa,Mosul,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
921,2009,9,Afghanistan,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,Unknown
881,2009,9,Central African Republic,Haut-Mbomou,,0,8,0,0,0,0,3,2,3,8,0,0,0,0,3,2,3,8,3,0,5,Unknown,Ambush,Road,Unknown
940,2009,9,Pakistan,FATA,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Unknown,Unknown
868,2009,9,DR Congo,South Kivu,,0,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,2,2,0,0,Bodily assault,Ambush,Road,Unknown
882,2009,10,Pakistan,Federal Capital Territory,Islamabad,9,0,0,0,0,0,4,4,0,8,1,0,0,1,5,4,0,9,3,2,4,Body-borne IED,Raid,Office/compound,Political
952,2009,10,Somalia,Banadir,Mogadishu,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,1,0,Shooting,Ambush,Road,Unknown
927,2009,10,Pakistan,Khyber Pakhtunkhwa,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,Incidental
1113,2009,10,Sudan,West Darfur,Ag Geneina,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Detention,Custody,Unknown
944,2009,10,Sudan,South Kordofan,Kadugli,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown
869,2009,10,Sudan,,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Economic
883,2009,10,Chad,N'Djamena,N'Djamena,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,Unknown,Ambush,Road,Unknown
884,2009,10,Afghanistan,Kabul,,12,0,0,0,0,0,0,0,0,0,3,9,0,12,3,9,0,12,1,2,9,Body-borne IED,Raid,Office/compound,Political
928,2009,11,Uganda,Northern,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Individual attack,Unknown,Unknown
885,2009,11,Indonesia,Aceh,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Shooting,Individual attack,Unknown,Unknown
886,2009,11,Chad,Lac,Kawa,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Unknown,Project site,Political
1114,2009,11,Sudan,North Darfur,Al Fasher,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Bodily assault,Individual attack,Office/compound,Unknown
887,2009,11,Yemen,Sana'a,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,Political
888,2009,11,Central African Republic,Vakaga,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,Kidnapping,Unknown,Unknown,Political
889,2009,11,Mali,Gao,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Raid,Public location,Political
890,2009,11,Philippines,Northern Mindanao,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Unknown,Unknown
891,2009,11,Afghanistan,Takhar,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Public location,Unknown
1271,2009,11,DR Congo,North Kivu,Beni,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
892,2009,11,Mauritania,Inchiri,Chelkhett Legtouta,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,2,1,0,Kidnapping,Ambush,Road,Political
962,2009,12,DR Congo,North Kivu,Butembo,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown
1274,2009,12,DR Congo,North Kivu,Kitchanga,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,Individual attack,Unknown,Unknown
893,2009,12,Afghanistan,Paktia,,0,0,0,0,5,0,4,0,0,4,1,0,0,1,5,0,0,5,0,0,5,Unknown,Unknown,Office/compound,Unknown
1275,2009,12,DR Congo,North Kivu,Goma,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Unknown
894,2009,12,Somalia,Hiraan,Beledweyne,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
895,2009,12,Afghanistan,Kandahar,Kandahar,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Vehicle-born IED,Combat/Crossfire,Unknown,Incidental
1077,2009,12,Somalia,Gedo,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Unknown
964,2010,1,Ethiopia,Shabelle,Gode,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Detention,Unknown,Political
896,2010,1,Afghanistan,Uruzgan,Kahriz ,0,5,0,0,0,0,3,2,0,5,0,0,0,0,3,2,0,5,0,0,5,Landmine ,Ambush,Road,Incidental
898,2010,1,Somalia,Banadir,Sana,0,0,0,0,3,0,1,0,2,3,0,0,0,0,1,0,2,3,1,0,2,Kidnap-killing,Unknown,Unknown,Unknown
899,2010,1,Haiti,West,Port au Prince,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,0,0,Shooting,Individual attack,Project site,Unknown
900,2010,1,Haiti,West,Port au Prince,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,Individual attack,Project site,Unknown
901,2010,1,Iraq,Baghdad,,0,0,0,0,3,0,2,1,0,3,0,0,0,0,2,1,0,3,2,1,0,Shooting,Raid,Office/compound,Political
1073,2010,1,Yemen,Sa'dah,Sa'dah,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown
902,2010,1,Afghanistan,Badghis,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Public location,Unknown
922,2010,2,Nicaragua,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,Unknown,Unknown,Unknown
923,2010,2,DR Congo,South Kivu,Matanda,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,Ambush,Road,Unknown
907,2010,2,Uganda,Karamoja,,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,1,1,0,Shooting,Ambush,Road,Economic
908,2010,2,Kenya,Nairobi,Nairobi,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,Economic
1057,2010,2,Kenya,Central,"Olenton, Nyeri",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Office/compound,Economic
909,2010,2,Pakistan,Balochistan,,0,4,0,0,0,0,1,0,3,4,0,0,0,0,1,0,3,4,4,0,0,Kidnap-killing,Ambush,Road,Economic
1041,2010,2,Afghanistan,Kabul,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,Raid,Public location,Political
924,2010,2,Afghanistan,Kabul,Kabul,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,Unknown
955,2010,2,Afghanistan,Kabul,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Vehicle-born IED,Unknown,Unknown,Unknown
910,2010,3,Haiti,West,Port au Prince,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,Unknown
911,2010,3,Pakistan,Khyber Pakhtunkhwa,,0,12,0,0,0,0,8,4,0,12,0,0,0,0,8,4,0,12,5,2,5,Complex attack,Raid,Office/compound,Political
925,2010,3,Sudan,Lakes,Rumbek,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,Unknown,Unknown,Unknown
912,2010,3,Pakistan,Khyber Pakhtunkhwa,,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,Body-borne IED,Ambush,Road,Political
1069,2010,3,Ethiopia,Arsi,Rayitu,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Bodily assault,Ambush,Road,Economic
1038,2010,3,Afghanistan,,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Unknown,Unknown,Unknown
913,2010,3,Afghanistan,Khost,Khost,0,4,0,0,0,0,1,2,0,3,0,1,0,1,1,3,0,4,2,0,2,Shooting,Individual attack,Project site,Unknown
918,2010,4,Afghanistan,Helmand,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,Unknown
917,2010,4,DR Congo,South Kivu,,0,0,8,0,0,0,0,0,7,7,0,0,1,1,0,0,8,8,0,0,8,Kidnapping,Unknown,Unknown,Unknown
659,2010,4,Afghanistan,Kandahar,"Kandahar, Karez Bazar",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,Individual attack,Road,Unknown
1042,2010,4,Madagascar,Atsimo-Andrefana,"Toliara, Ifotaka-Ebelo",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Unknown,Economic
930,2010,4,Afghanistan,Baghlan,,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,5,Kidnapping,Ambush,Road,Unknown
968,2010,4,Niger,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Kidnap-killing,Unknown,Unknown,Political
1062,2010,4,Sudan,North Kordofan,El Obeid,3,0,0,0,0,0,1,2,0,3,0,0,0,0,1,2,0,3,3,0,0,Unknown,Ambush,Road,Unknown
1078,2010,4,Somalia,Lower Shabelle,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Unknown,Unknown
956,2010,5,Iraq,Baghdad,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Vehicle-born IED,Unknown,Unknown,Unknown
931,2010,5,Haiti,West,Port au Prince,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,2,1,0,1,Kidnap-killing,Unknown,Unknown,Unknown
932,2010,5,Somalia,Mudug,Gaalkacyo,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
1061,2010,5,Cameroon,Garoua,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Unknown,Unknown
933,2010,5,Sudan,South Darfur,Nyala (near),0,3,0,0,0,0,0,0,2,2,0,0,1,1,0,0,3,3,0,1,2,Kidnapping,Ambush,Road,Economic
1043,2010,5,Madagascar,Atsimo-Andrefana,Toliara,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Home,Economic
984,2010,5,Pakistan,Khyber Pakhtunkhwa,Peshawar,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,Unknown
1032,2010,6,Sudan,Upper Nile,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Bodily assault,Detention,Custody,Political
1066,2010,6,Sudan,North Kordofan,Nyin-Abaar,2,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,Unknown,Ambush,Road,Unknown
934,2010,6,Chad,Ouaddai,Abeche,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Unknown,Public location,Unknown
1051,2010,6,Malawi,Southern,Chiradzulu,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily assault,Raid,Office/compound,Economic
1060,2010,6,Ethiopia,Korahe,Gerbo,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,Incidental
1003,2010,6,Iraq,Diyala,,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Kidnap-killing,Individual attack,Unknown,Political
967,2010,6,Sudan,South Darfur,Nyala,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,Kidnapping,Raid,Office/compound,Unknown
1056,2010,6,Sudan,South Darfur,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Project site,Economic
973,2010,6,Afghanistan,Kabul,"Kabul (District 9, Massoud Square)",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
1276,2010,6,DR Congo,North Kivu,Beni,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Raid,Home,Unknown
1075,2010,7,Yemen,Amran,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown
986,2010,7,Afghanistan,Ghowr,Tangy Chardar,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,Unknown
987,2010,7,Afghanistan,Baghlan,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Ambush,Unknown,Unknown
975,2010,7,Afghanistan,Helmand,Marjah (near),0,4,0,0,0,0,2,0,2,4,0,0,0,0,2,0,2,4,0,0,4,Kidnap-killing,Ambush,Road,Political
977,2010,7,Afghanistan,Nangarhar,Beasi Ekmalati ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shelling,Combat/Crossfire,Home,Incidental
1037,2010,7,Kyrgyzstan,Bishkek,Bishkek,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Bodily assault,Ambush,Road,Unknown
988,2010,7,Afghanistan,Parvan,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Ambush,Unknown,Incidental
976,2010,7,Afghanistan,Balkh,Kalili,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Individual attack,Road,Unknown
979,2010,7,Afghanistan,Kabul,"Kabul (District 12, Poli Charkhi, Tangi area)",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Individual attack,Unknown,Economic
1059,2010,7,Uganda,Central,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,Body-borne IED,Unknown,Public location,Incidental
989,2010,7,Afghanistan,Baghlan,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Unknown,Unknown,Political
990,2010,7,Afghanistan,Kandahar,,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,Kidnapping,Unknown,Unknown,Political
991,2010,7,Afghanistan,Faryab,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Ambush,Road,Political
992,2010,7,Somalia,Banadir,Mogadishu,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Unknown
993,2010,7,Afghanistan,Faryab,,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,Political
994,2010,7,Afghanistan,Herat,Kushk,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,Unknown
1050,2010,8,Sudan,South Darfur,Nyala,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown
995,2010,8,Afghanistan,Herat,Herat,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Individual attack,Unknown,Unknown
983,2010,8,Afghanistan,Badakhshan,Sharrun Valley,0,10,0,0,0,0,2,0,0,2,8,0,0,8,10,0,0,10,0,0,10,Unknown,Ambush,Public location,Unknown
1055,2010,8,Bangladesh,Khulna,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Individual attack,Road,Economic
1040,2010,8,Afghanistan,Jowzjan,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Individual attack,Unknown,Political
997,2010,8,Afghanistan,Faryab,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,Home,Unknown
998,2010,8,Afghanistan,Herat,,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,Kidnapping,Ambush,Road,Unknown
999,2010,8,Afghanistan,Faryab,,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,5,5,1,4,0,Kidnapping,Ambush,Road,Political
1005,2010,8,Afghanistan,Faryab,,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,Kidnapping,Unknown,Unknown,Political
1000,2010,8,Afghanistan,Badakhshan,,0,3,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,0,0,3,Roadside IED,Ambush,Road,Incidental
1033,2010,9,Afghanistan,Konar,Shinkurak,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,1,1,0,Shooting,Ambush,Road,Unknown
1001,2010,9,Afghanistan,Konar,Shegal,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting,Ambush,Road,Incidental
1002,2010,9,Afghanistan,Kandahar,Kandahar,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
1049,2010,9,Pakistan,Punjab,Layyah,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Bodily assault,Mob violence,Project site,Unknown
1048,2010,9,DR Congo,North Kivu,Kisheshe/ Nyanzale,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown
1072,2010,9,Uganda,Karamoja,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown
4299,2010,9,Afghanistan,Konar,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,Complex attack,Individual attack,Custody,Unknown
1006,2010,9,Afghanistan,Baghlan,,0,4,0,0,0,0,0,1,3,4,0,0,0,0,0,1,3,4,1,0,3,Kidnapping,Ambush,Road,Unknown
1007,2010,10,Haiti,West,Port au Prince,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Public location,Economic
1034,2010,10,Afghanistan,Ghowr,Sinay ,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Raid,Project site,Unknown
1008,2010,10,Afghanistan,Samangan,,0,4,0,0,0,0,1,3,0,4,0,0,0,0,1,3,0,4,4,0,0,Shelling,Ambush,Road,Unknown
1019,2010,10,Haiti,West,Port au Prince,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Economic
1009,2010,10,Afghanistan,Wardak,Bianan ,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Combat/Crossfire,Unknown,Unknown
1010,2010,10,Afghanistan,Faryab,Deh Shahidan ,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Shooting,Individual attack,Road,Incidental
1070,2010,10,Haiti,West,Morne Cabrit,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Ambush,Road,Unknown
1020,2010,10,Somalia,Galguduud,Adado,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,Unknown
1035,2010,10,Sudan,Eastern Equatoria,Kapoeta,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Landmine ,Combat/Crossfire,Project site,Incidental
1044,2010,10,DR Congo,Kinshasa,Kinshasa,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Unknown,Economic
1063,2010,10,Afghanistan,Wardak,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,Unknown
1046,2010,10,Chad,Batha,Ati,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Unknown
1054,2010,10,Sierra Leone,Eastern,Koidu-Sefadu,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Ambush,Road,Economic
1076,2010,10,Afghanistan,Herat,Herat,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Ambush,Road,Unknown
1065,2010,10,Sudan,West Darfur,Sisi,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,Unknown
1011,2010,10,Pakistan,Punjab,Muzafargarh,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Unknown,Mob violence,Road,Unknown
1277,2010,10,DR Congo,North Kivu,Beni,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
1024,2010,10,Pakistan,Punjab,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,Political
1012,2010,10,Pakistan,Sindh,New Karachi Town,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Unknown,Unknown
1013,2010,10,Afghanistan,Takhar,Duraye Bangi (Kunduz Main Road),0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,0,1,Kidnapping,Ambush,Road,Economic
1014,2010,10,Afghanistan,Kandahar,Mullah Kochi,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Unknown,Unknown,Political
1015,2010,10,Afghanistan,Ghowr,Tangi Nabat,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Economic
1053,2010,10,Pakistan,Federal Capital Territory,Islamabad,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Raid,Office/compound,Unknown
1016,2010,10,Afghanistan,Helmand,Marjah,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,Shooting,Unknown,Unknown,Unknown
3599,2010,11,Pakistan,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Rape/sexual assault ,Individual attack,Home,Incidental
1068,2010,11,Afghanistan,Bamyan,Jandar Bazar,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Unknown,Ambush,Road,Unknown
1021,2010,11,Afghanistan,Faryab,Almar,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Individual attack,Home,Economic
1017,2010,11,Afghanistan,Paktia,DAC Bazaar area,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shelling,Combat/Crossfire,Home,Incidental
1018,2010,11,Sudan,South Darfur,Nyala,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,Kidnapping,Ambush,Road,Unknown
1022,2010,11,Afghanistan,Nangarhar,,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,Roadside IED,Ambush,Road,Incidental
1071,2010,11,Haiti,North,Cap Haitien,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Unknown,Economic
1766,2010,11,Libyan Arab Jamahiriya,East,Derna Port,0,9,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,9,9,0,0,Kidnapping,Ambush,Public location,Unknown
1023,2010,11,Afghanistan,Sar-e Pol,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Ambush,Road,Unknown
1079,2010,11,Somalia,Galguduud,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Unknown,Incidental
1058,2010,11,Pakistan,Balochistan,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Individual attack,Office/compound,Unknown
1025,2010,11,Afghanistan,Wardak,Barat Khel,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Individual attack,Home,Political
1067,2010,11,Somalia,Banadir,Mogadishu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown
1027,2010,11,Philippines,Lanao del Sur,Marantao,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
1074,2010,11,Yemen,Sana'a,Amanat Al Asimah,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Ambush,Road,Unknown
1026,2010,11,Afghanistan,Samangan,Daan Naw,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,Bodily assault,Individual attack,Unknown,Economic
1028,2010,11,Afghanistan,Herat,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Bodily assault,Unknown,Unknown,Unknown
1029,2010,12,Afghanistan,Wardak,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Incidental
