Incident ID,Year,Month,Country,Region,City,UN,INGO,ICRC,NRCS and IFRC,NNGO,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Motive
1997,2015,8,South Sudan,Lakes,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,Incidental
1998,2015,8,South Sudan,Unity,Payak,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown
2131,2015,8,Sudan,Central Darfur,Um Dukhun,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Individual attack,Unknown,Unknown
2111,2015,8,Uganda,Central,Mbalwa,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Economic
2144,2015,8,Kenya,Nairobi,Nairobi,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
1992,2015,8,Afghanistan,Kabul,Kabul International Airport (outside of),0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Vehicle-born IED,Ambush,Road,Incidental
1994,2015,8,Afghanistan,Faryab,Khwaja Qoshri,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Raid,Home,Political
1995,2015,8,Afghanistan,Badghis,Kamori,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,Project site,Political
1996,2015,8,Afghanistan,Helmand,Between Kandahar and Musa Qala,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,Unknown
2133,2015,8,South Sudan,Upper Nile,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Office/compound,Incidental
2127,2015,8,South Sudan,Unity,"Gandor Payam, Wor Jout",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Public location,Unknown
1993,2015,8,Afghanistan,Kabul,Qala-e Fatullah & Taimani area (between),0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,Economic
1999,2015,8,South Sudan,Central Equatoria,Juba,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Raid,Office/compound,Economic
2000,2015,8,Central African Republic,Ouaka,Bambari,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,0,Bodily assault,Mob violence,Public location,Incidental
2058,2015,8,South Sudan,Unity,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Office/compound,Economic
2106,2015,8,Syrian Arab Republic,Daraa,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,Political
2132,2015,9,Sudan,South Darfur,Nyala,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Individual attack,Unknown,Incidental
2001,2015,9,Yemen,Amran,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Ambush,Road,Political
2002,2015,9,South Sudan,Central Equatoria,"Juba-Mundri Road, between Rokon and Luri",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,Unknown
2003,2015,9,South Sudan,Central Equatoria,Juba,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,Rape/sexual assault ,Ambush,Office/compound,Unknown
2005,2015,9,South Sudan,Central Equatoria,"Juba, Munuki",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Raid,Office/compound,Economic
2126,2015,9,Afghanistan,Lowgar,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Landmine ,Unknown,Office/compound,Incidental
2009,2015,9,Afghanistan,Kandahar,Jilawoor,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Roadside IED,Ambush,Road,Incidental
2008,2015,9,Sudan,North Darfur,Anka,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Combat/Crossfire,Public location,Political
2137,2015,9,Afghanistan,Lowgar,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Roadside IED,Ambush,Road,Incidental
2139,2015,9,Guatemala,Izabal,Santo Tomas de Castilla,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,Individual attack,Public location,Unknown
2007,2015,9,Mali,Tombouctou,Acharane,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2028,2015,9,Afghanistan,Wardak,,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Kidnap-killing,Unknown,Unknown,Unknown
2017,2015,9,Central African Republic,Bangui,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,Unknown
2135,2015,9,Ethiopia,Region 14,Addis Ababa,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Bodily assault,Individual attack,Road,Economic
2006,2015,9,Bangladesh,Dhaka,Gulshan (Diplomatic Quarter),0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting,Individual attack,Public location,Political
2012,2015,9,Syrian Arab Republic,Idlib,Idlib,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Raid,Office/compound,Unknown
2016,2015,9,South Sudan,Central Equatoria,Gudelle,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Economic
2010,2015,9,Yemen,Taiz,,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Aerial bombardment,Combat/Crossfire,Project site,Political
2014,2015,10,Afghanistan,Kundoz,,0,49,0,0,0,0,14,35,0,49,0,0,0,0,14,35,0,49,14,0,35,Aerial bombardment,Combat/Crossfire,Project site,Disputed
2124,2015,10,Yemen,Taiz,Taiz,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Road,Incidental
2115,2015,10,Central African Republic,Ombella-M'Poko,Yaloke,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Shooting,Ambush,Road,Economic
2121,2015,10,Sudan,West Darfur,Ag Geneina,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting,Individual attack,Home,Economic
2023,2015,10,South Sudan,Eastern Equatoria,Nimule,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2109,2015,10,Afghanistan,Kabul,Kabul,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Public location,Unknown
2022,2015,10,Kenya,North Eastern,Btwn Dadaab & Hagadera refugee camps,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,Unknown
2019,2015,10,Burundi,Bujumbura Mairie,Bujumbura,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
2935,2015,10,Central African Republic,Mbomou,Bangassou,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Bodily assault,Raid,Custody,Unknown
2025,2015,10,Haiti,West,Martissant 9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Public location,Unknown
2018,2015,10,Afghanistan,Faryab,Qabr-i-Wardak,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Unknown,Unknown,Political
2020,2015,11,DR Congo,North Kivu,Katwiguru,0,0,0,0,14,0,0,0,14,14,0,0,0,0,0,0,14,14,14,0,0,Kidnapping,Ambush,Road,Unknown
2053,2015,11,South Sudan,Central Equatoria,Juba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Road,Political
2024,2015,11,Burundi,Bujumbura Mairie,,1,0,0,0,1,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Raid,Public location,Unknown
2062,2015,11,Yemen,Ma'rib,Between Harib and Ma'rib,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Road,Unknown
2107,2015,11,Turkey,Anatolia,Gaziantep (near),0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Unknown,Individual attack,Unknown,Political
2123,2015,11,Somalia,Banadir,"Mogadishu, Wadajir",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting,Ambush,Road,Unknown
2063,2015,11,Somalia,Hiraan,Beledweyne,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Road,Unknown
2112,2015,11,South Africa,Northern,Sekororo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Office/compound,Economic
2029,2015,11,Central African Republic,Nana-Grebizi,Kaga-Bandoro,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Shooting,Raid,Home,Economic
2030,2015,12,Yemen,Sana'a,Sana'a,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,Unknown
2027,2015,12,Yemen,Taiz,al-Hawban,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,0,1,Aerial bombardment,Combat/Crossfire,Project site,Incidental
2032,2015,12,South Sudan,Central Equatoria,"Juba, Rock City",2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,1,0,Bodily assault,Raid,Home,Economic
2031,2015,12,South Sudan,Central Equatoria,Juba,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Public location,Incidental
2033,2015,12,Somalia,Banadir,Mogadishu,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,1,0,Shooting,Ambush,Road,Unknown
2117,2015,12,DR Congo,North Kivu,,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,0,Kidnapping,Unknown,Unknown,Unknown
2138,2015,12,Afghanistan,Paktia,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,Political
2052,2015,12,South Sudan,Western Equatoria,Naandi Payam,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2113,2015,12,Sierra Leone,Northern,Masiaka,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Home,Economic
2034,2015,12,Afghanistan,Baghlan,"Bagh-e Shamal, Pul-e Khumri main road",0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Combat/Crossfire,Unknown,Incidental
2114,2015,12,Syrian Arab Republic,Idlib,"Idlib, Ariha, entrance of Al Hassakah (SW)",2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Aerial bombardment,Combat/Crossfire,Unknown,Unknown
2051,2015,12,South Sudan,Eastern Equatoria,"Budi County, Torit-Kapoeta Road",0,0,0,0,3,0,0,0,0,0,1,2,0,3,1,2,0,3,3,0,0,Shooting,Ambush,Road,Unknown
2108,2015,12,Sudan,West Kordofan,Al Muglad,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2122,2015,12,Libyan Arab Jamahiriya,West,Tripoli,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Bodily assault,Individual attack,Office/compound,Incidental
2046,2015,12,Sudan,North Darfur,Kutum,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Unknown
2055,2015,12,Afghanistan,Faryab,"Khist Pul, Maimana-Bilichiragh Highway",0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,Political
2245,2016,1,Afghanistan,Kabul,Kabul,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,Vehicle-born IED,Raid,Office/compound,Political
2265,2016,1,South Sudan,Lakes,Rumbek,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Individual attack,Office/compound,Economic
2041,2016,1,Yemen,Sa'dah,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Project site,Disputed
2253,2016,1,Sudan,West Darfur,Ag Geneina,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Unknown,Combat/Crossfire,Project site,Incidental
2049,2016,1,South Sudan,Unity,Bentiu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Project site,Unknown
2059,2016,1,Burkina Faso,Centre,Ouagadougou,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,2,1,1,0,Kidnapping,Raid,Public location,Political
2075,2016,1,South Sudan,Jonglei,"Padlek, Karisa",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Public location,Unknown
2047,2016,1,Afghanistan,Kabul,Kabul,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Unknown
2048,2016,1,Somalia,Banadir,Mogadishu,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,Complex attack,Raid,Public location,Political
2060,2016,1,Yemen,Sa'dah,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Road,Incidental
2263,2016,1,Syrian Arab Republic,Idlib,Kafr Takharim,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Roadside IED,Ambush,Road,Unknown
2050,2016,1,Afghanistan,Helmand,Greshk (near),4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,4,0,0,Kidnapping,Unknown,Unknown,Political
2074,2016,1,South Sudan,Eastern Equatoria,Kapoeta (North),0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Unknown,Unknown,Unknown
2056,2016,1,South Sudan,Western Bahr el Ghazal,Wau,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Ambush,Road,Economic
2073,2016,1,South Sudan,Western Bahr el Ghazal,Wau (near),2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Ambush,Road,Economic
2070,2016,2,DR Congo,South Kivu,Fizi (near),0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2061,2016,2,South Sudan,Upper Nile,Between Ying and Rirnyang,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2069,2016,2,Syrian Arab Republic,Idlib,,0,0,0,0,9,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,Aerial bombardment,Combat/Crossfire,Project site,Political
2068,2016,2,Afghanistan,Ghazni,,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,5,Kidnapping,Ambush,Road,Political
2064,2016,2,DR Congo,North Kivu,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,Individual attack,Home,Economic
2077,2016,2,South Sudan,Upper Nile,POC Camp,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Mob violence,Public location,Incidental
2065,2016,2,South Sudan,Upper Nile,POC Camp,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Raid,Project site,Incidental
2076,2016,2,Angola,Luanda,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Shooting,Individual attack,Road,Economic
2204,2016,2,Somalia,Nugal,Garoowe,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Individual attack,Public location,Economic
2292,2016,2,Afghanistan,Zabul,Loy Shor,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Ambush,Road,Political
2067,2016,2,South Sudan,Unity,25 km north of UNMISS Bentiu Camp,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2291,2016,2,Afghanistan,Lowgar,Pul-e Alam,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,7,0,0,Kidnapping,Raid,Project site,Unknown
2225,2016,2,Somalia,Bay,Baydhaba,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Roadside IED,Unknown,Unknown,Unknown
2260,2016,3,South Sudan,Jonglei,Akobo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Public location,Incidental
2066,2016,3,South Sudan,Northern Bahr el Ghazal,Aweil,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Bodily assault,Individual attack,Office/compound,Unknown
2071,2016,3,DR Congo,Maniema,Kasongo,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Ambush,Road,Unknown
2293,2016,3,Afghanistan,Kandahar,Kariz-e Salim,7,0,0,0,0,0,2,5,0,7,0,0,0,0,2,5,0,7,7,0,0,Shooting,Ambush,Unknown,Political
2078,2016,3,South Sudan,Jonglei,Akobo,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Public location,Unknown
2079,2016,3,Afghanistan,Baghlan,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,Unknown
2080,2016,3,South Sudan,Unity,Bentiu,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Landmine ,Ambush,Road,Incidental
2273,2016,3,DR Congo,South Kivu,Uvira,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Unknown,Economic
2248,2016,3,Yemen,Amran,Khamir,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shelling,Combat/Crossfire,Office/compound,Incidental
2249,2016,3,South Sudan,Central Equatoria,Juba,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Incidental
2254,2016,3,Nicaragua,Jinotega,Jinotega,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Individual attack,Project site,Unknown
2102,2016,3,Central African Republic,Ouaka,Bambari,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Other Explosives,Raid,Public location,Unknown
2255,2016,3,Bangladesh,Sylhet,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Office/compound,Incidental
2163,2016,4,Iraq,Baghdad,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Individual attack,Home,Unknown
2042,2016,4,Somalia,Nugal,Garoowe,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Bodily assault,Individual attack,Unknown,Incidental
2081,2016,4,South Sudan,Central Equatoria,,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Ambush,Road,Incidental
2243,2016,4,Syrian Arab Republic,Hama,Hama,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Individual attack,Road,Political
2170,2016,4,Somalia,Gedo,Likoley,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Political
2083,2016,4,Mali,Kidal,Abeibara,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Ambush,Road,Political
2185,2016,4,Afghanistan,Wardak,Kotagay,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,7,0,0,Kidnapping,Raid,Project site,Political
2205,2016,4,Somalia,Lower Juba,Jamaame,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,Kidnapping,Individual attack,Home,Political
2087,2016,4,Bangladesh,Dhaka,Dhaka,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Raid,Home,Political
2242,2016,4,Syrian Arab Republic,Aleppo,Aleppo,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,Aerial bombardment,Combat/Crossfire,Project site,Political
2084,2016,4,South Sudan,Jonglei,Zameza Trading Centre (near),0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Political
2085,2016,4,Afghanistan,Laghman,Kabul-Jalalabad highway,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,Political
2086,2016,5,DR Congo,South-Ubangi,Katoro,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,Kidnapping,Ambush,Road,Unknown
2088,2016,5,Haiti,West,Tabarre,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Unknown,Unknown
2089,2016,5,South Sudan,Central Equatoria,Gudelle,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Raid,Home,Unknown
2090,2016,5,South Sudan,Eastern Equatoria,Magwi-Torit Road,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Economic
2091,2016,5,Central African Republic,Ouham,Kouki,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown
2092,2016,5,Nigeria,Taraba,"Keff-Jos Road, Barde (near)",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Economic
2284,2016,5,South Sudan,Eastern Equatoria,Torit,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Unknown
2093,2016,5,South Sudan,Upper Nile,Malakal,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,2,Bodily assault,Unknown,Unknown,Economic
2101,2016,5,DR Congo,North Kivu,Luofu,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,Unknown
2283,2016,5,Mali,Gao,Gao,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting,Raid,Office/compound,Political
2150,2016,5,Syrian Arab Republic,Idlib,Idlib,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Public location,Political
2094,2016,6,Afghanistan,Parvan,Khah Ghulam Ali,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,2,1,0,Shooting,Ambush,Road,Political
2206,2016,6,Somalia,Banadir,"Mogadishu, Hodan",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Complex attack,Raid,Public location,Incidental
2098,2016,6,DR Congo,South-Ubangi,Lemera,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Economic
2100,2016,6,Afghanistan,Lowgar,Altamur,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Raid,Project site,Political
2095,2016,6,South Sudan,Central Equatoria,Tomping,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,1,1,0,Bodily assault,Raid,Office/compound,Unknown
2267,2016,6,South Sudan,Eastern Equatoria,Nimule,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Individual attack,Road,Incidental
2212,2016,6,Syrian Arab Republic,Aleppo,Orem Al Kubra,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Unknown,Political
2097,2016,6,Sudan,Central Darfur,Um Shalaiya,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,Unknown
2211,2016,6,Syrian Arab Republic,Idlib,Kafr Takharim,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Aerial bombardment,Combat/Crossfire,Office/compound,Political
3621,2016,6,Occupied Palestinian Territories,Gaza Strip,"Beit Hanoun, Eretz Crossing",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Bodily assault,Detention,Custody,Political
2213,2016,6,Syrian Arab Republic,Aleppo,Al Sukkari,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Unknown,Unknown
2099,2016,6,Central African Republic,Bangui,Amou,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,Unknown
2151,2016,6,Bangladesh,Dhaka,Zigatola Tannery More,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Economic
2104,2016,6,Central African Republic,Nana-Grebizi,Kaga-Bandoro,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Individual attack,Public location,Unknown
2256,2016,6,Afghanistan,Kundoz,"Khan Abad port, Shir Abad",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Individual attack,Home,Incidental
2103,2016,6,Somalia,Banadir,Mogadishu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Complex attack,Ambush,Public location,Incidental
2145,2016,6,Afghanistan,Sar-e Pol,Dehmerda,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Unknown,Unknown,Political
2152,2016,6,Syrian Arab Republic,Damascus,Damascus,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Political
2105,2016,7,South Sudan,Eastern Equatoria,Torit-Kapoeta Road,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,Ambush,Road,Unknown
